	language	country	zipcode
314	en	United States	[SimpleZipcode(zipcode='75040', zipcode_type='Standard', major_city='Garland', post_office_city='Garland, TX', common_city_list=['Garland'], county='Dallas County', state='TX', lat=32.93, lng=-96.62, timezone='Central', radius_in_miles=3.0, area_code_list=['972'], population=59406, population_density=3795.0, land_area_in_sqmi=15.65, water_area_in_sqmi=0.01, housing_units=19195, occupied_housing_units=18164, median_home_value=113000, median_household_income=54664, bounds_west=-96.662525, bounds_east=-96.575249, bounds_north=32.969045, bounds_south=32.893943)]
315	en	United States	[]
316	en	United States	[SimpleZipcode(zipcode='72758', zipcode_type='Standard', major_city='Rogers', post_office_city='Rogers, AR', common_city_list=['Rogers'], county='Benton County', state='AR', lat=36.3, lng=-94.1, timezone='Central', radius_in_miles=7.0, area_code_list=['479'], population=33487, population_density=1101.0, land_area_in_sqmi=30.41, water_area_in_sqmi=1.26, housing_units=13088, occupied_housing_units=11738, median_home_value=166400, median_household_income=61539, bounds_west=-94.225958, bounds_east=-94.014928, bounds_north=36.335049, bounds_south=36.265318)]
317	und	United States	[SimpleZipcode(zipcode='98031', zipcode_type='Standard', major_city='Kent', post_office_city='Kent, WA', common_city_list=['Kent'], county='King County', state='WA', lat=47.41, lng=-122.2, timezone='Pacific', radius_in_miles=3.0, area_code_list=['425', '253'], population=36581, population_density=4877.0, land_area_in_sqmi=7.5, water_area_in_sqmi=0.1, housing_units=12846, occupied_housing_units=12242, median_home_value=271500, median_household_income=63709, bounds_west=-122.231109, bounds_east=-122.161506, bounds_north=47.432164, bounds_south=47.379656)]
318	en	Mexico	[]
319	en	United States	[SimpleZipcode(zipcode='06040', zipcode_type='Standard', major_city='Manchester', post_office_city='Manchester, CT', common_city_list=['Manchester'], county='Hartford County', state='CT', lat=41.76, lng=-72.52, timezone='Eastern', radius_in_miles=4.0, area_code_list=['860'], population=35306, population_density=2081.0, land_area_in_sqmi=16.97, water_area_in_sqmi=0.15, housing_units=15450, occupied_housing_units=14587, median_home_value=212900, median_household_income=62674, bounds_west=-72.579949, bounds_east=-72.463899, bounds_north=41.79096, bounds_south=41.733799)]
320	en	United States	[SimpleZipcode(zipcode='11417', zipcode_type='Standard', major_city='Ozone Park', post_office_city='Ozone Park, NY', common_city_list=['Ozone Park', 'Jamaica'], county='Queens County', state='NY', lat=40.67, lng=-73.84, timezone='Eastern', radius_in_miles=1.0, area_code_list=['212'], population=28967, population_density=25886.0, land_area_in_sqmi=1.12, water_area_in_sqmi=0.0, housing_units=9714, occupied_housing_units=9230, median_home_value=442900, median_household_income=62086, bounds_west=-73.862346, bounds_east=-73.83094, bounds_north=40.685327, bounds_south=40.666651)]
321	en	United States	[]
322	en	United States	[SimpleZipcode(zipcode='85051', zipcode_type='Standard', major_city='Phoenix', post_office_city='Phoenix, AZ', common_city_list=['Phoenix'], county='Maricopa County', state='AZ', lat=33.56, lng=-112.13, timezone='America/Phoenix', radius_in_miles=2.0, area_code_list=['623'], population=40375, population_density=6392.0, land_area_in_sqmi=6.32, water_area_in_sqmi=0.05, housing_units=16525, occupied_housing_units=14174, median_home_value=108000, median_household_income=38415, bounds_west=-112.151637, bounds_east=-112.112216, bounds_north=33.581974, bounds_south=33.536183)]
323	en	United States	[SimpleZipcode(zipcode='44053', zipcode_type='Standard', major_city='Lorain', post_office_city='Lorain, OH', common_city_list=['Lorain'], county='Lorain County', state='OH', lat=41.43, lng=-82.22, timezone='Eastern', radius_in_miles=4.0, area_code_list=['440'], population=18256, population_density=1539.0, land_area_in_sqmi=11.86, water_area_in_sqmi=0.83, housing_units=8511, occupied_housing_units=7760, median_home_value=138700, median_household_income=43855, bounds_west=-82.292137, bounds_east=-82.152489, bounds_north=41.464626, bounds_south=41.396465)]
324	en	Canada	[]
325	en	United States	[SimpleZipcode(zipcode='36006', zipcode_type='Standard', major_city='Billingsley', post_office_city='Billingsley, AL', common_city_list=['Billingsley'], county='Autauga County', state='AL', lat=32.6, lng=-86.7, timezone='Central', radius_in_miles=9.0, area_code_list=[], population=1313, population_density=18.0, land_area_in_sqmi=71.47, water_area_in_sqmi=0.09, housing_units=573, occupied_housing_units=496, median_home_value=82700, median_household_income=43417, bounds_west=-86.798737, bounds_east=-86.625756, bounds_north=32.730479, bounds_south=32.524313)]
326	en	United States	[SimpleZipcode(zipcode='29072', zipcode_type='Standard', major_city='Lexington', post_office_city='Lexington, SC', common_city_list=['Lexington'], county='Lexington County', state='SC', lat=34.0, lng=-81.3, timezone='Eastern', radius_in_miles=9.0, area_code_list=['803'], population=49566, population_density=724.0, land_area_in_sqmi=68.47, water_area_in_sqmi=18.9, housing_units=20521, occupied_housing_units=18760, median_home_value=201000, median_household_income=76124, bounds_west=-81.389762, bounds_east=-81.128259, bounds_north=34.065149, bounds_south=33.90499)]
327	en	United States	[SimpleZipcode(zipcode='37190', zipcode_type='Standard', major_city='Woodbury', post_office_city='Woodbury, TN', common_city_list=['Woodbury'], county='Cannon County', state='TN', lat=35.8, lng=-86.0, timezone='Central', radius_in_miles=11.0, area_code_list=['931'], population=8787, population_density=60.0, land_area_in_sqmi=146.58, water_area_in_sqmi=0.06, housing_units=3863, occupied_housing_units=3522, median_home_value=119000, median_household_income=40549, bounds_west=-86.155934, bounds_east=-85.88921, bounds_north=35.964928, bounds_south=35.711356)]
328	en	United States	[SimpleZipcode(zipcode='11417', zipcode_type='Standard', major_city='Ozone Park', post_office_city='Ozone Park, NY', common_city_list=['Ozone Park', 'Jamaica'], county='Queens County', state='NY', lat=40.67, lng=-73.84, timezone='Eastern', radius_in_miles=1.0, area_code_list=['212'], population=28967, population_density=25886.0, land_area_in_sqmi=1.12, water_area_in_sqmi=0.0, housing_units=9714, occupied_housing_units=9230, median_home_value=442900, median_household_income=62086, bounds_west=-73.862346, bounds_east=-73.83094, bounds_north=40.685327, bounds_south=40.666651)]
329	en	United States	[]
330	en	United Kingdom	[]
331	en	United States	[]
332	en	United States	[SimpleZipcode(zipcode='48015', zipcode_type='Standard', major_city='Center Line', post_office_city='Center Line, MI', common_city_list=['Center Line'], county='Macomb County', state='MI', lat=42.48, lng=-83.03, timezone='Eastern', radius_in_miles=1.0, area_code_list=['586'], population=8257, population_density=4834.0, land_area_in_sqmi=1.71, water_area_in_sqmi=0.0, housing_units=3920, occupied_housing_units=3632, median_home_value=65700, median_household_income=30752, bounds_west=-83.038857, bounds_east=-83.01584, bounds_north=42.491933, bounds_south=42.468676)]
333	en	United States	[]
334	en	United States	[SimpleZipcode(zipcode='39501', zipcode_type='Standard', major_city='Gulfport', post_office_city='Gulfport, MS', common_city_list=['Gulfport'], county='Harrison County', state='MS', lat=30.39, lng=-89.07, timezone='Central', radius_in_miles=5.0, area_code_list=['228'], population=21987, population_density=1607.0, land_area_in_sqmi=13.68, water_area_in_sqmi=0.52, housing_units=10493, occupied_housing_units=8334, median_home_value=90500, median_household_income=25435, bounds_west=-89.153493, bounds_east=-89.001241, bounds_north=30.418485, bounds_south=30.349044)]
335	en	United States	[SimpleZipcode(zipcode='53210', zipcode_type='Standard', major_city='Milwaukee', post_office_city='Milwaukee, WI', common_city_list=['Milwaukee', 'Wauwatosa'], county='Milwaukee County', state='WI', lat=43.07, lng=-87.98, timezone='Central', radius_in_miles=2.0, area_code_list=['414'], population=28126, population_density=11051.0, land_area_in_sqmi=2.55, water_area_in_sqmi=0.0, housing_units=11403, occupied_housing_units=9889, median_home_value=117300, median_household_income=31149, bounds_west=-88.007444, bounds_east=-87.94603, bounds_north=43.07704, bounds_south=43.060585)]
336	en	United States	[]
337	en	United States	[]
338	en	Australia	[]
339	es	España	[]
340	en	United States	[]
341	en	United States	[SimpleZipcode(zipcode='15102', zipcode_type='Standard', major_city='Bethel Park', post_office_city='Bethel Park, PA', common_city_list=['Bethel Park'], county='Allegheny County', state='PA', lat=40.32, lng=-80.04, timezone='Eastern', radius_in_miles=3.0, area_code_list=['412'], population=29529, population_density=2853.0, land_area_in_sqmi=10.35, water_area_in_sqmi=0.0, housing_units=13050, occupied_housing_units=12447, median_home_value=160100, median_household_income=70799, bounds_west=-80.07396, bounds_east=-79.998486, bounds_north=40.35703, bounds_south=40.289194)]
342	en	United States	[]
343	en	United States	[SimpleZipcode(zipcode='20850', zipcode_type='Standard', major_city='Rockville', post_office_city='Rockville, MD', common_city_list=['Rockville'], county='Montgomery County', state='MD', lat=39.09, lng=-77.19, timezone='Eastern', radius_in_miles=5.0, area_code_list=['240', '301'], population=46340, population_density=3286.0, land_area_in_sqmi=14.1, water_area_in_sqmi=0.08, housing_units=19085, occupied_housing_units=18088, median_home_value=536700, median_household_income=107459, bounds_west=-77.252253, bounds_east=-77.122779, bounds_north=39.120719, bounds_south=39.058376)]
344	en	United States	[SimpleZipcode(zipcode='55129', zipcode_type='Standard', major_city='Saint Paul', post_office_city='Saint Paul, MN', common_city_list=['Saint Paul', 'Woodbury'], county='Washington County', state='MN', lat=44.91, lng=-92.92, timezone='Central', radius_in_miles=4.0, area_code_list=['651'], population=18697, population_density=956.0, land_area_in_sqmi=19.55, water_area_in_sqmi=0.35, housing_units=6700, occupied_housing_units=6400, median_home_value=314300, median_household_income=107649, bounds_west=-92.994296, bounds_east=-92.862411, bounds_north=44.948805, bounds_south=44.861854)]
345	en	United States	[SimpleZipcode(zipcode='15219', zipcode_type='Standard', major_city='Pittsburgh', post_office_city='Pittsburgh, PA', common_city_list=['Pittsburgh'], county='Allegheny County', state='PA', lat=40.44, lng=-79.99, timezone='Eastern', radius_in_miles=3.0, area_code_list=['412', '724'], population=16696, population_density=7277.0, land_area_in_sqmi=2.29, water_area_in_sqmi=0.38, housing_units=6708, occupied_housing_units=5628, median_home_value=73500, median_household_income=20151, bounds_west=-80.031589, bounds_east=-79.950431, bounds_north=40.459388, bounds_south=40.42598)]
346	en	United States	[SimpleZipcode(zipcode='53210', zipcode_type='Standard', major_city='Milwaukee', post_office_city='Milwaukee, WI', common_city_list=['Milwaukee', 'Wauwatosa'], county='Milwaukee County', state='WI', lat=43.07, lng=-87.98, timezone='Central', radius_in_miles=2.0, area_code_list=['414'], population=28126, population_density=11051.0, land_area_in_sqmi=2.55, water_area_in_sqmi=0.0, housing_units=11403, occupied_housing_units=9889, median_home_value=117300, median_household_income=31149, bounds_west=-88.007444, bounds_east=-87.94603, bounds_north=43.07704, bounds_south=43.060585)]
347	en	United States	[SimpleZipcode(zipcode='39501', zipcode_type='Standard', major_city='Gulfport', post_office_city='Gulfport, MS', common_city_list=['Gulfport'], county='Harrison County', state='MS', lat=30.39, lng=-89.07, timezone='Central', radius_in_miles=5.0, area_code_list=['228'], population=21987, population_density=1607.0, land_area_in_sqmi=13.68, water_area_in_sqmi=0.52, housing_units=10493, occupied_housing_units=8334, median_home_value=90500, median_household_income=25435, bounds_west=-89.153493, bounds_east=-89.001241, bounds_north=30.418485, bounds_south=30.349044)]
348	en	United States	[SimpleZipcode(zipcode='44120', zipcode_type='Standard', major_city='Cleveland', post_office_city='Cleveland, OH', common_city_list=['Cleveland', 'Shaker Heights', 'Shaker Hts'], county='Cuyahoga County', state='OH', lat=41.47, lng=-81.58, timezone='Eastern', radius_in_miles=2.0, area_code_list=['216'], population=38196, population_density=7181.0, land_area_in_sqmi=5.32, water_area_in_sqmi=0.04, housing_units=21578, occupied_housing_units=17234, median_home_value=99600, median_household_income=29643, bounds_west=-81.609172, bounds_east=-81.543163, bounds_north=41.494644, bounds_south=41.452705)]
349	en	United States	[SimpleZipcode(zipcode='16066', zipcode_type='Standard', major_city='Cranberry Twp', post_office_city='Cranberry Twp, PA', common_city_list=['Cranberry Twp', 'Cranberry Township'], county='Butler County', state='PA', lat=40.71, lng=-80.1, timezone='Eastern', radius_in_miles=3.0, area_code_list=['412', '724'], population=28060, population_density=1255.0, land_area_in_sqmi=22.35, water_area_in_sqmi=0.01, housing_units=10756, occupied_housing_units=10236, median_home_value=250600, median_household_income=100588, bounds_west=-80.152562, bounds_east=-80.055892, bounds_north=40.745253, bounds_south=40.673669)]
350	en	Hungary	[]
351	en	United States	[SimpleZipcode(zipcode='72117', zipcode_type='Standard', major_city='North Little Rock', post_office_city='North Little Rock, AR', common_city_list=['North Little Rock', 'N Little Rock'], county='Pulaski County', state='AR', lat=34.77, lng=-92.15, timezone='Central', radius_in_miles=7.0, area_code_list=['501'], population=12684, population_density=229.0, land_area_in_sqmi=55.4, water_area_in_sqmi=5.7, housing_units=5388, occupied_housing_units=4803, median_home_value=73600, median_household_income=34813, bounds_west=-92.236904, bounds_east=-92.074897, bounds_north=34.846234, bounds_south=34.667095)]
352	en	United States	[]
