	language	country	zipcode
758	en	United States	[SimpleZipcode(zipcode='37190', zipcode_type='Standard', major_city='Woodbury', post_office_city='Woodbury, TN', common_city_list=['Woodbury'], county='Cannon County', state='TN', lat=35.8, lng=-86.0, timezone='Central', radius_in_miles=11.0, area_code_list=['931'], population=8787, population_density=60.0, land_area_in_sqmi=146.58, water_area_in_sqmi=0.06, housing_units=3863, occupied_housing_units=3522, median_home_value=119000, median_household_income=40549, bounds_west=-86.155934, bounds_east=-85.88921, bounds_north=35.964928, bounds_south=35.711356)]
759	en	United States	[]
760	en	United States	[SimpleZipcode(zipcode='15235', zipcode_type='Standard', major_city='Pittsburgh', post_office_city='Pittsburgh, PA', common_city_list=['Pittsburgh', 'Penn Hills'], county='Allegheny County', state='PA', lat=40.46, lng=-79.84, timezone='Eastern', radius_in_miles=4.0, area_code_list=['412'], population=34580, population_density=2358.0, land_area_in_sqmi=14.66, water_area_in_sqmi=0.0, housing_units=16780, occupied_housing_units=15525, median_home_value=88800, median_household_income=50234, bounds_west=-79.893896, bounds_east=-79.776787, bounds_north=40.497727, bounds_south=40.421884)]
761	en	United States	[SimpleZipcode(zipcode='07201', zipcode_type='Standard', major_city='Elizabeth', post_office_city='Elizabeth, NJ', common_city_list=['Elizabeth'], county='Union County', state='NJ', lat=40.67, lng=-74.18, timezone='Eastern', radius_in_miles=3.0, area_code_list=['908', '973'], population=26263, population_density=3952.0, land_area_in_sqmi=6.65, water_area_in_sqmi=0.38, housing_units=9337, occupied_housing_units=8395, median_home_value=270000, median_household_income=41505, bounds_west=-74.217263, bounds_east=-74.136703, bounds_north=40.690203, bounds_south=40.6548)]
762	en	United States	[SimpleZipcode(zipcode='60435', zipcode_type='Standard', major_city='Joliet', post_office_city='Joliet, IL', common_city_list=['Joliet', 'Crest Hill', 'Shorewood'], county='Will County', state='IL', lat=41.56, lng=-88.12, timezone='Central', radius_in_miles=4.0, area_code_list=['815'], population=48899, population_density=4566.0, land_area_in_sqmi=10.71, water_area_in_sqmi=0.05, housing_units=19611, occupied_housing_units=18409, median_home_value=159100, median_household_income=53691, bounds_west=-88.172905, bounds_east=-88.078592, bounds_north=41.594791, bounds_south=41.514892)]
763	pt	United States	[SimpleZipcode(zipcode='11764', zipcode_type='Standard', major_city='Miller Place', post_office_city='Miller Place, NY', common_city_list=['Miller Place'], county='Suffolk County', state='NY', lat=40.94, lng=-72.98, timezone='Eastern', radius_in_miles=3.0, area_code_list=['631'], population=13200, population_density=1438.0, land_area_in_sqmi=9.18, water_area_in_sqmi=1.18, housing_units=4393, occupied_housing_units=4239, median_home_value=450300, median_household_income=113630, bounds_west=-73.021567, bounds_east=-72.939442, bounds_north=40.974946, bounds_south=40.904895)]
764	en	United States	[SimpleZipcode(zipcode='21117', zipcode_type='Standard', major_city='Owings Mills', post_office_city='Owings Mills, MD', common_city_list=['Owings Mills', 'Garrison'], county='Baltimore County', state='MD', lat=39.43, lng=-76.8, timezone='Eastern', radius_in_miles=6.0, area_code_list=['410'], population=53778, population_density=1654.0, land_area_in_sqmi=32.52, water_area_in_sqmi=0.17, housing_units=23010, occupied_housing_units=21805, median_home_value=279600, median_household_income=76645, bounds_west=-76.885162, bounds_east=-76.690935, bounds_north=39.491517, bounds_south=39.382474)]
765	en	United States	[SimpleZipcode(zipcode='27609', zipcode_type='Standard', major_city='Raleigh', post_office_city='Raleigh, NC', common_city_list=['Raleigh'], county='Wake County', state='NC', lat=35.84, lng=-78.63, timezone='Eastern', radius_in_miles=3.0, area_code_list=['919'], population=32964, population_density=2950.0, land_area_in_sqmi=11.17, water_area_in_sqmi=0.05, housing_units=16243, occupied_housing_units=15106, median_home_value=235500, median_household_income=51090, bounds_west=-78.665911, bounds_east=-78.596064, bounds_north=35.872921, bounds_south=35.813159)]
766	en	United States	[SimpleZipcode(zipcode='21201', zipcode_type='Standard', major_city='Baltimore', post_office_city='Baltimore, MD', common_city_list=['Baltimore'], county='Baltimore city', state='MD', lat=39.29, lng=-76.62, timezone='Eastern', radius_in_miles=1.0, area_code_list=['410', '443', '667', '301'], population=16972, population_density=13158.0, land_area_in_sqmi=1.29, water_area_in_sqmi=0.0, housing_units=11255, occupied_housing_units=9765, median_home_value=208500, median_household_income=27465, bounds_west=-76.634132, bounds_east=-76.613775, bounds_north=39.31214, bounds_south=39.278926)]
767	en	United States	[SimpleZipcode(zipcode='33125', zipcode_type='Standard', major_city='Miami', post_office_city='Miami, FL', common_city_list=['Miami'], county='Miami-Dade County', state='FL', lat=25.78, lng=-80.24, timezone='Eastern', radius_in_miles=2.0, area_code_list=['305', '786'], population=52677, population_density=13639.0, land_area_in_sqmi=3.86, water_area_in_sqmi=0.17, housing_units=20271, occupied_housing_units=18389, median_home_value=174500, median_household_income=24296, bounds_west=-80.264218, bounds_east=-80.214631, bounds_north=25.794779, bounds_south=25.771834)]
768	en	United States	[SimpleZipcode(zipcode='43201', zipcode_type='Standard', major_city='Columbus', post_office_city='Columbus, OH', common_city_list=['Columbus'], county='Franklin County', state='OH', lat=39.99, lng=-83.0, timezone='Eastern', radius_in_miles=2.0, area_code_list=['614'], population=35495, population_density=11514.0, land_area_in_sqmi=3.08, water_area_in_sqmi=0.0, housing_units=16214, occupied_housing_units=14697, median_home_value=193000, median_household_income=21086, bounds_west=-83.024118, bounds_east=-82.97239, bounds_north=40.011147, bounds_south=39.976976)]
769	en	United States	[]
770	en	United States	[SimpleZipcode(zipcode='60302', zipcode_type='Standard', major_city='Oak Park', post_office_city='Oak Park, IL', common_city_list=['Oak Park'], county='Cook County', state='IL', lat=41.89, lng=-87.79, timezone='Central', radius_in_miles=1.0, area_code_list=['708', '773'], population=32108, population_density=10656.0, land_area_in_sqmi=3.01, water_area_in_sqmi=0.0, housing_units=15670, occupied_housing_units=14535, median_home_value=386700, median_household_income=77385, bounds_west=-87.805826, bounds_east=-87.774664, bounds_north=41.909254, bounds_south=41.87815)]
771	en	Canada	[]
772	en	United States	[]
773	en	United States	[SimpleZipcode(zipcode='36609', zipcode_type='Standard', major_city='Mobile', post_office_city='Mobile, AL', common_city_list=['Mobile'], county='Mobile County', state='AL', lat=30.66, lng=-88.16, timezone='Central', radius_in_miles=2.0, area_code_list=['251'], population=25846, population_density=3671.0, land_area_in_sqmi=7.04, water_area_in_sqmi=0.01, housing_units=12815, occupied_housing_units=11546, median_home_value=141100, median_household_income=40817, bounds_west=-88.190831, bounds_east=-88.126431, bounds_north=30.676883, bounds_south=30.637519)]
774	en	United States	[SimpleZipcode(zipcode='43136', zipcode_type='Standard', major_city='Lithopolis', post_office_city='Lithopolis, OH', common_city_list=['Lithopolis'], county='Fairfield County', state='OH', lat=39.81, lng=-82.81, timezone='Eastern', radius_in_miles=0.8522727272727273, area_code_list=[], population=460, population_density=1657.0, land_area_in_sqmi=0.28, water_area_in_sqmi=0.0, housing_units=226, occupied_housing_units=198, median_home_value=185800, median_household_income=52083, bounds_west=-82.82407, bounds_east=-82.803862, bounds_north=39.806017, bounds_south=39.796946)]
775	en	Nederland	[]
776	en	United States	[]
777	en	United States	[SimpleZipcode(zipcode='15235', zipcode_type='Standard', major_city='Pittsburgh', post_office_city='Pittsburgh, PA', common_city_list=['Pittsburgh', 'Penn Hills'], county='Allegheny County', state='PA', lat=40.46, lng=-79.84, timezone='Eastern', radius_in_miles=4.0, area_code_list=['412'], population=34580, population_density=2358.0, land_area_in_sqmi=14.66, water_area_in_sqmi=0.0, housing_units=16780, occupied_housing_units=15525, median_home_value=88800, median_household_income=50234, bounds_west=-79.893896, bounds_east=-79.776787, bounds_north=40.497727, bounds_south=40.421884)]
778	und	United States	[SimpleZipcode(zipcode='40291', zipcode_type='Standard', major_city='Louisville', post_office_city='Louisville, KY', common_city_list=['Louisville', 'Fern Creek'], county='Jefferson County', state='KY', lat=38.13, lng=-85.58, timezone='Eastern', radius_in_miles=5.0, area_code_list=['502'], population=35427, population_density=1616.0, land_area_in_sqmi=21.93, water_area_in_sqmi=0.31, housing_units=14948, occupied_housing_units=14124, median_home_value=162400, median_household_income=64342, bounds_west=-85.633001, bounds_east=-85.527347, bounds_north=38.181503, bounds_south=38.073841)]
779	en	United States	[SimpleZipcode(zipcode='66062', zipcode_type='Standard', major_city='Olathe', post_office_city='Olathe, KS', common_city_list=['Olathe', 'Lenexa', 'Overland Park'], county='Johnson County', state='KS', lat=38.85, lng=-94.78, timezone='Central', radius_in_miles=6.0, area_code_list=['913'], population=74411, population_density=1558.0, land_area_in_sqmi=47.77, water_area_in_sqmi=0.42, housing_units=27198, occupied_housing_units=26031, median_home_value=200400, median_household_income=82333, bounds_west=-94.871419, bounds_east=-94.686316, bounds_north=38.922368, bounds_south=38.781817)]
780	en	United States	[SimpleZipcode(zipcode='63031', zipcode_type='Standard', major_city='Florissant', post_office_city='Florissant, MO', common_city_list=['Florissant'], county='St. Louis County', state='MO', lat=38.81, lng=-90.36, timezone='Central', radius_in_miles=4.0, area_code_list=['314'], population=48212, population_density=3285.0, land_area_in_sqmi=14.67, water_area_in_sqmi=1.12, housing_units=20039, occupied_housing_units=19004, median_home_value=111100, median_household_income=55260, bounds_west=-90.440617, bounds_east=-90.30517, bounds_north=38.849688, bounds_south=38.76669)]
781	en	United States	[]
782	en	United States	[SimpleZipcode(zipcode='11764', zipcode_type='Standard', major_city='Miller Place', post_office_city='Miller Place, NY', common_city_list=['Miller Place'], county='Suffolk County', state='NY', lat=40.94, lng=-72.98, timezone='Eastern', radius_in_miles=3.0, area_code_list=['631'], population=13200, population_density=1438.0, land_area_in_sqmi=9.18, water_area_in_sqmi=1.18, housing_units=4393, occupied_housing_units=4239, median_home_value=450300, median_household_income=113630, bounds_west=-73.021567, bounds_east=-72.939442, bounds_north=40.974946, bounds_south=40.904895)]
783	en	United States	[SimpleZipcode(zipcode='13072', zipcode_type='Standard', major_city='Georgetown', post_office_city='Georgetown, NY', common_city_list=['Georgetown'], county='Madison County', state='NY', lat=42.76, lng=-75.77, timezone='Eastern', radius_in_miles=7.0, area_code_list=['315'], population=1123, population_density=24.0, land_area_in_sqmi=47.05, water_area_in_sqmi=0.02, housing_units=482, occupied_housing_units=372, median_home_value=85700, median_household_income=46563, bounds_west=-75.846288, bounds_east=-75.684093, bounds_north=42.827244, bounds_south=42.683334)]
784	en	United States	[SimpleZipcode(zipcode='40422', zipcode_type='Standard', major_city='Danville', post_office_city='Danville, KY', common_city_list=['Danville'], county='Boyle County', state='KY', lat=37.6, lng=-84.8, timezone='Eastern', radius_in_miles=11.0, area_code_list=['606', '859'], population=24280, population_density=211.0, land_area_in_sqmi=114.95, water_area_in_sqmi=2.03, housing_units=10473, occupied_housing_units=9411, median_home_value=138900, median_household_income=42995, bounds_west=-84.945518, bounds_east=-84.651682, bounds_north=37.717249, bounds_south=37.542495)]
785	en	United Kingdom	[]
786	en	United States	[SimpleZipcode(zipcode='21201', zipcode_type='Standard', major_city='Baltimore', post_office_city='Baltimore, MD', common_city_list=['Baltimore'], county='Baltimore city', state='MD', lat=39.29, lng=-76.62, timezone='Eastern', radius_in_miles=1.0, area_code_list=['410', '443', '667', '301'], population=16972, population_density=13158.0, land_area_in_sqmi=1.29, water_area_in_sqmi=0.0, housing_units=11255, occupied_housing_units=9765, median_home_value=208500, median_household_income=27465, bounds_west=-76.634132, bounds_east=-76.613775, bounds_north=39.31214, bounds_south=39.278926)]
787	en	United States	[SimpleZipcode(zipcode='11570', zipcode_type='Standard', major_city='Rockville Centre', post_office_city='Rockville Centre, NY', common_city_list=['Rockville Centre', 'Rockville Ctr'], county='Nassau County', state='NY', lat=40.67, lng=-73.64, timezone='Eastern', radius_in_miles=2.0, area_code_list=['516'], population=26646, population_density=7245.0, land_area_in_sqmi=3.68, water_area_in_sqmi=0.09, housing_units=10453, occupied_housing_units=10002, median_home_value=600400, median_household_income=104503, bounds_west=-73.66014, bounds_east=-73.617594, bounds_north=40.690287, bounds_south=40.647223)]
788	en	United States	[]
789	en	United States	[SimpleZipcode(zipcode='33952', zipcode_type='Standard', major_city='Port Charlotte', post_office_city='Port Charlotte, FL', common_city_list=['Port Charlotte', 'Pt Charlotte'], county='Charlotte County', state='FL', lat=26.99, lng=-82.09, timezone='Eastern', radius_in_miles=3.0, area_code_list=['941'], population=28382, population_density=2574.0, land_area_in_sqmi=11.03, water_area_in_sqmi=2.47, housing_units=16056, occupied_housing_units=12743, median_home_value=93000, median_household_income=37318, bounds_west=-82.124991, bounds_east=-82.06345, bounds_north=27.018022, bounds_south=26.946925)]
790	und	United States	[]
791	en	United States	[SimpleZipcode(zipcode='01520', zipcode_type='Standard', major_city='Holden', post_office_city='Holden, MA', common_city_list=['Holden'], county='Worcester County', state='MA', lat=42.34, lng=-71.86, timezone='Eastern', radius_in_miles=5.0, area_code_list=['508', '774'], population=13997, population_density=774.0, land_area_in_sqmi=18.08, water_area_in_sqmi=0.69, housing_units=5339, occupied_housing_units=5155, median_home_value=282400, median_household_income=96780, bounds_west=-71.90486, bounds_east=-71.802042, bounds_north=42.380704, bounds_south=42.292762)]
792	en	United States	[SimpleZipcode(zipcode='90034', zipcode_type='Standard', major_city='Los Angeles', post_office_city='Los Angeles, CA', common_city_list=['Los Angeles'], county='Los Angeles County', state='CA', lat=34.03, lng=-118.4, timezone='Pacific', radius_in_miles=2.0, area_code_list=['310', '424'], population=57964, population_density=18621.0, land_area_in_sqmi=3.11, water_area_in_sqmi=0.01, housing_units=27210, occupied_housing_units=25592, median_home_value=637100, median_household_income=56946, bounds_west=-118.429918, bounds_east=-118.368792, bounds_north=34.04643, bounds_south=34.012109)]
793	en	United States	[SimpleZipcode(zipcode='60435', zipcode_type='Standard', major_city='Joliet', post_office_city='Joliet, IL', common_city_list=['Joliet', 'Crest Hill', 'Shorewood'], county='Will County', state='IL', lat=41.56, lng=-88.12, timezone='Central', radius_in_miles=4.0, area_code_list=['815'], population=48899, population_density=4566.0, land_area_in_sqmi=10.71, water_area_in_sqmi=0.05, housing_units=19611, occupied_housing_units=18409, median_home_value=159100, median_household_income=53691, bounds_west=-88.172905, bounds_east=-88.078592, bounds_north=41.594791, bounds_south=41.514892)]
794	und	United Kingdom	[]
795	en	United States	[SimpleZipcode(zipcode='37190', zipcode_type='Standard', major_city='Woodbury', post_office_city='Woodbury, TN', common_city_list=['Woodbury'], county='Cannon County', state='TN', lat=35.8, lng=-86.0, timezone='Central', radius_in_miles=11.0, area_code_list=['931'], population=8787, population_density=60.0, land_area_in_sqmi=146.58, water_area_in_sqmi=0.06, housing_units=3863, occupied_housing_units=3522, median_home_value=119000, median_household_income=40549, bounds_west=-86.155934, bounds_east=-85.88921, bounds_north=35.964928, bounds_south=35.711356)]
796	en	Nederland	[]
797	en	United States	[SimpleZipcode(zipcode='15235', zipcode_type='Standard', major_city='Pittsburgh', post_office_city='Pittsburgh, PA', common_city_list=['Pittsburgh', 'Penn Hills'], county='Allegheny County', state='PA', lat=40.46, lng=-79.84, timezone='Eastern', radius_in_miles=4.0, area_code_list=['412'], population=34580, population_density=2358.0, land_area_in_sqmi=14.66, water_area_in_sqmi=0.0, housing_units=16780, occupied_housing_units=15525, median_home_value=88800, median_household_income=50234, bounds_west=-79.893896, bounds_east=-79.776787, bounds_north=40.497727, bounds_south=40.421884)]
798	en	United States	[SimpleZipcode(zipcode='37228', zipcode_type='Standard', major_city='Nashville', post_office_city='Nashville, TN', common_city_list=['Nashville'], county='Davidson County', state='TN', lat=36.19, lng=-86.81, timezone='Central', radius_in_miles=1.0, area_code_list=['615'], population=1160, population_density=788.0, land_area_in_sqmi=1.47, water_area_in_sqmi=0.18, housing_units=625, occupied_housing_units=561, median_home_value=None, median_household_income=15286, bounds_west=-86.827591, bounds_east=-86.782977, bounds_north=36.202526, bounds_south=36.185178)]
799	en	United States	[]
800	en	United States	[SimpleZipcode(zipcode='10023', zipcode_type='Standard', major_city='New York', post_office_city='New York, NY', common_city_list=['New York'], county='New York County', state='NY', lat=40.78, lng=-73.98, timezone='Eastern', radius_in_miles=0.7386363636363636, area_code_list=['212', '347', '646', '718', '917'], population=60998, population_density=124357.0, land_area_in_sqmi=0.49, water_area_in_sqmi=0.0, housing_units=39402, occupied_housing_units=34383, median_home_value=872500, median_household_income=103534, bounds_west=-73.990149, bounds_east=-73.974067, bounds_north=40.783192, bounds_south=40.768436)]
801	en	United States	[SimpleZipcode(zipcode='87107', zipcode_type='Standard', major_city='Albuquerque', post_office_city='Albuquerque, NM', common_city_list=['Albuquerque', 'Los Ranchos', 'Los Ranchos De Abq', 'Los Ran...'], county='Bernalillo County', state='NM', lat=35.14, lng=-106.65, timezone='Mountain', radius_in_miles=3.0, area_code_list=['505'], population=31183, population_density=2112.0, land_area_in_sqmi=14.76, water_area_in_sqmi=0.18, housing_units=14074, occupied_housing_units=13093, median_home_value=196300, median_household_income=43572, bounds_west=-106.689882, bounds_east=-106.599679, bounds_north=35.182679, bounds_south=35.105162)]
802	en	India	[]
803	en	United States	[SimpleZipcode(zipcode='21201', zipcode_type='Standard', major_city='Baltimore', post_office_city='Baltimore, MD', common_city_list=['Baltimore'], county='Baltimore city', state='MD', lat=39.29, lng=-76.62, timezone='Eastern', radius_in_miles=1.0, area_code_list=['410', '443', '667', '301'], population=16972, population_density=13158.0, land_area_in_sqmi=1.29, water_area_in_sqmi=0.0, housing_units=11255, occupied_housing_units=9765, median_home_value=208500, median_household_income=27465, bounds_west=-76.634132, bounds_east=-76.613775, bounds_north=39.31214, bounds_south=39.278926)]
804	en	United States	[SimpleZipcode(zipcode='02121', zipcode_type='Standard', major_city='Dorchester', post_office_city='Dorchester, MA', common_city_list=['Dorchester', 'Boston', 'Grove Hall'], county='Suffolk County', state='MA', lat=42.31, lng=-71.08, timezone='Eastern', radius_in_miles=1.0, area_code_list=['617', '781', '857'], population=25978, population_density=14884.0, land_area_in_sqmi=1.75, water_area_in_sqmi=0.01, housing_units=10589, occupied_housing_units=9661, median_home_value=311700, median_household_income=28238, bounds_west=-71.101932, bounds_east=-71.069471, bounds_north=42.319213, bounds_south=42.291973)]
805	en	United States	[SimpleZipcode(zipcode='44053', zipcode_type='Standard', major_city='Lorain', post_office_city='Lorain, OH', common_city_list=['Lorain'], county='Lorain County', state='OH', lat=41.43, lng=-82.22, timezone='Eastern', radius_in_miles=4.0, area_code_list=['440'], population=18256, population_density=1539.0, land_area_in_sqmi=11.86, water_area_in_sqmi=0.83, housing_units=8511, occupied_housing_units=7760, median_home_value=138700, median_household_income=43855, bounds_west=-82.292137, bounds_east=-82.152489, bounds_north=41.464626, bounds_south=41.396465)]
806	en	United States	[SimpleZipcode(zipcode='33015', zipcode_type='Standard', major_city='Hialeah', post_office_city='Hialeah, FL', common_city_list=['Hialeah', 'Miami Gardens'], county='Miami-Dade County', state='FL', lat=25.94, lng=-80.32, timezone='Eastern', radius_in_miles=2.0, area_code_list=['786'], population=63544, population_density=10909.0, land_area_in_sqmi=5.82, water_area_in_sqmi=0.63, housing_units=22552, occupied_housing_units=20916, median_home_value=176400, median_household_income=51076, bounds_west=-80.342854, bounds_east=-80.293226, bounds_north=25.95717, bounds_south=25.920954)]
807	fr	Canada	[]
808	en	United States	[SimpleZipcode(zipcode='75149', zipcode_type='Standard', major_city='Mesquite', post_office_city='Mesquite, TX', common_city_list=['Mesquite'], county='Dallas County', state='TX', lat=32.77, lng=-96.62, timezone='Central', radius_in_miles=4.0, area_code_list=['214', '469', '972'], population=56065, population_density=3530.0, land_area_in_sqmi=15.88, water_area_in_sqmi=0.07, housing_units=20056, occupied_housing_units=18691, median_home_value=97400, median_household_income=47739, bounds_west=-96.685021, bounds_east=-96.564107, bounds_north=32.798423, bounds_south=32.734626)]
809	und	United States	[SimpleZipcode(zipcode='13072', zipcode_type='Standard', major_city='Georgetown', post_office_city='Georgetown, NY', common_city_list=['Georgetown'], county='Madison County', state='NY', lat=42.76, lng=-75.77, timezone='Eastern', radius_in_miles=7.0, area_code_list=['315'], population=1123, population_density=24.0, land_area_in_sqmi=47.05, water_area_in_sqmi=0.02, housing_units=482, occupied_housing_units=372, median_home_value=85700, median_household_income=46563, bounds_west=-75.846288, bounds_east=-75.684093, bounds_north=42.827244, bounds_south=42.683334)]
810	en	United States	[SimpleZipcode(zipcode='02121', zipcode_type='Standard', major_city='Dorchester', post_office_city='Dorchester, MA', common_city_list=['Dorchester', 'Boston', 'Grove Hall'], county='Suffolk County', state='MA', lat=42.31, lng=-71.08, timezone='Eastern', radius_in_miles=1.0, area_code_list=['617', '781', '857'], population=25978, population_density=14884.0, land_area_in_sqmi=1.75, water_area_in_sqmi=0.01, housing_units=10589, occupied_housing_units=9661, median_home_value=311700, median_household_income=28238, bounds_west=-71.101932, bounds_east=-71.069471, bounds_north=42.319213, bounds_south=42.291973)]
811	en	United States	[]
812	en	United States	[]
813	en	United States	[SimpleZipcode(zipcode='50161', zipcode_type='Standard', major_city='Maxwell', post_office_city='Maxwell, IA', common_city_list=['Maxwell'], county='Story County', state='IA', lat=41.9, lng=-93.4, timezone='Central', radius_in_miles=12.0, area_code_list=['515'], population=2047, population_density=25.0, land_area_in_sqmi=81.45, water_area_in_sqmi=0.33, housing_units=862, occupied_housing_units=797, median_home_value=137800, median_household_income=61719, bounds_west=-93.497258, bounds_east=-93.347639, bounds_north=41.96472, bounds_south=41.719457)]
814	en	United States	[]
815	en	United States	[SimpleZipcode(zipcode='60515', zipcode_type='Standard', major_city='Downers Grove', post_office_city='Downers Grove, IL', common_city_list=['Downers Grove'], county='DuPage County', state='IL', lat=41.81, lng=-88.03, timezone='Central', radius_in_miles=3.0, area_code_list=['331', '630'], population=27503, population_density=2441.0, land_area_in_sqmi=11.27, water_area_in_sqmi=0.11, housing_units=12117, occupied_housing_units=11195, median_home_value=357600, median_household_income=81383, bounds_west=-88.073172, bounds_east=-87.984753, bounds_north=41.838687, bounds_south=41.783583)]
816	und	United Kingdom	[]
817	en	United States	[SimpleZipcode(zipcode='34684', zipcode_type='Standard', major_city='Palm Harbor', post_office_city='Palm Harbor, FL', common_city_list=['Palm Harbor'], county='Pinellas County', state='FL', lat=28.1, lng=-82.73, timezone='Eastern', radius_in_miles=4.0, area_code_list=['727'], population=25847, population_density=3954.0, land_area_in_sqmi=6.54, water_area_in_sqmi=1.14, housing_units=14360, occupied_housing_units=12693, median_home_value=140500, median_household_income=45071, bounds_west=-82.748063, bounds_east=-82.70722, bounds_north=28.123049, bounds_south=28.04879)]
818	en	United Kingdom	[]
819	en	United States	[SimpleZipcode(zipcode='33436', zipcode_type='Standard', major_city='Boynton Beach', post_office_city='Boynton Beach, FL', common_city_list=['Boynton Beach', 'Golf', 'Village Of Golf', 'Vlg Of Golf'], county='Palm Beach County', state='FL', lat=26.53, lng=-80.11, timezone='Eastern', radius_in_miles=3.0, area_code_list=['561'], population=41896, population_density=3577.0, land_area_in_sqmi=11.71, water_area_in_sqmi=0.09, housing_units=22427, occupied_housing_units=18728, median_home_value=162900, median_household_income=51505, bounds_west=-80.131166, bounds_east=-80.089691, bounds_north=26.572161, bounds_south=26.483642)]
820	en	United States	[SimpleZipcode(zipcode='10960', zipcode_type='Standard', major_city='Nyack', post_office_city='Nyack, NY', common_city_list=['Nyack', 'Grand View-on-hudson', 'Grnd Vw Hudsn'], county='Rockland County', state='NY', lat=41.08, lng=-73.93, timezone='Eastern', radius_in_miles=4.0, area_code_list=['845', '914'], population=15093, population_density=3599.0, land_area_in_sqmi=4.19, water_area_in_sqmi=0.0, housing_units=6638, occupied_housing_units=6206, median_home_value=483700, median_household_income=78750, bounds_west=-73.950542, bounds_east=-73.905986, bounds_north=41.13509, bounds_south=41.039672)]
821	en	United States	[SimpleZipcode(zipcode='15219', zipcode_type='Standard', major_city='Pittsburgh', post_office_city='Pittsburgh, PA', common_city_list=['Pittsburgh'], county='Allegheny County', state='PA', lat=40.44, lng=-79.99, timezone='Eastern', radius_in_miles=3.0, area_code_list=['412', '724'], population=16696, population_density=7277.0, land_area_in_sqmi=2.29, water_area_in_sqmi=0.38, housing_units=6708, occupied_housing_units=5628, median_home_value=73500, median_household_income=20151, bounds_west=-80.031589, bounds_east=-79.950431, bounds_north=40.459388, bounds_south=40.42598)]
822	en	United States	[SimpleZipcode(zipcode='29118', zipcode_type='Standard', major_city='Orangeburg', post_office_city='Orangeburg, SC', common_city_list=['Orangeburg'], county='Orangeburg County', state='SC', lat=33.6, lng=-80.9, timezone='Eastern', radius_in_miles=8.0, area_code_list=['803'], population=15861, population_density=203.0, land_area_in_sqmi=77.95, water_area_in_sqmi=0.38, housing_units=6790, occupied_housing_units=6239, median_home_value=142200, median_household_income=46915, bounds_west=-81.008305, bounds_east=-80.775976, bounds_north=33.65734, bounds_south=33.499325)]
823	en	United States	[SimpleZipcode(zipcode='15235', zipcode_type='Standard', major_city='Pittsburgh', post_office_city='Pittsburgh, PA', common_city_list=['Pittsburgh', 'Penn Hills'], county='Allegheny County', state='PA', lat=40.46, lng=-79.84, timezone='Eastern', radius_in_miles=4.0, area_code_list=['412'], population=34580, population_density=2358.0, land_area_in_sqmi=14.66, water_area_in_sqmi=0.0, housing_units=16780, occupied_housing_units=15525, median_home_value=88800, median_household_income=50234, bounds_west=-79.893896, bounds_east=-79.776787, bounds_north=40.497727, bounds_south=40.421884)]
824	en	United States	[SimpleZipcode(zipcode='34950', zipcode_type='Standard', major_city='Fort Pierce', post_office_city='Fort Pierce, FL', common_city_list=['Fort Pierce'], county='St. Lucie County', state='FL', lat=27.44, lng=-80.33, timezone='Eastern', radius_in_miles=2.0, area_code_list=['772'], population=15436, population_density=3012.0, land_area_in_sqmi=5.12, water_area_in_sqmi=1.75, housing_units=7111, occupied_housing_units=5531, median_home_value=67400, median_household_income=18117, bounds_west=-80.35026, bounds_east=-80.301263, bounds_north=27.469109, bounds_south=27.41628)]
825	en	United States	[]
826	en	United States	[SimpleZipcode(zipcode='33765', zipcode_type='Standard', major_city='Clearwater', post_office_city='Clearwater, FL', common_city_list=['Clearwater'], county='Pinellas County', state='FL', lat=27.98, lng=-82.74, timezone='Eastern', radius_in_miles=1.0, area_code_list=['727'], population=13275, population_density=3230.0, land_area_in_sqmi=4.11, water_area_in_sqmi=0.07, housing_units=6714, occupied_housing_units=5860, median_home_value=128200, median_household_income=39816, bounds_west=-82.764961, bounds_east=-82.720406, bounds_north=27.993547, bounds_south=27.955033)]
827	en	United States	[]
828	es	United States	[SimpleZipcode(zipcode='10960', zipcode_type='Standard', major_city='Nyack', post_office_city='Nyack, NY', common_city_list=['Nyack', 'Grand View-on-hudson', 'Grnd Vw Hudsn'], county='Rockland County', state='NY', lat=41.08, lng=-73.93, timezone='Eastern', radius_in_miles=4.0, area_code_list=['845', '914'], population=15093, population_density=3599.0, land_area_in_sqmi=4.19, water_area_in_sqmi=0.0, housing_units=6638, occupied_housing_units=6206, median_home_value=483700, median_household_income=78750, bounds_west=-73.950542, bounds_east=-73.905986, bounds_north=41.13509, bounds_south=41.039672)]
829	und	United States	[SimpleZipcode(zipcode='27609', zipcode_type='Standard', major_city='Raleigh', post_office_city='Raleigh, NC', common_city_list=['Raleigh'], county='Wake County', state='NC', lat=35.84, lng=-78.63, timezone='Eastern', radius_in_miles=3.0, area_code_list=['919'], population=32964, population_density=2950.0, land_area_in_sqmi=11.17, water_area_in_sqmi=0.05, housing_units=16243, occupied_housing_units=15106, median_home_value=235500, median_household_income=51090, bounds_west=-78.665911, bounds_east=-78.596064, bounds_north=35.872921, bounds_south=35.813159)]
