state;state_abbreviation;fips;county;financial_inequality;median_age;republican_vote_proportion;democrats_vote_proportion
Ohio;OH;39049;Franklin County, Ohio;0,46;33,4;0,3467;0,6057
Ohio;OH;39151;Stark County, Ohio;0,44;40,6;0,5639;0,3897
Oklahoma;OK;40063;Hughes County, Oklahoma;0,462;40,1;0,7485;0,2124
Oklahoma;OK;40103;Noble County, Oklahoma;0,416;39,8;0,7612;0,185
Oregon;OR;41019;Douglas County, Oregon;0,414;45,3;0,6643;0,2705
Oregon;OR;41053;Polk County, Oregon;0,41;37,2;0,4951;0,4251
Oregon;OR;41061;Union County, Oregon;0,454;40,1;0,6721;0,2584
Pennsylvania;PA;42039;Crawford County, Pennsylvania;0,426;41;0,6724;0,2872
South Carolina;SC;45017;Calhoun County, South Carolina;0,437;43,9;0,5011;0,4725
South Carolina;SC;45029;Colleton County, South Carolina;0,45;39,5;0,5271;0,442
South Dakota;SD;46021;Campbell County, South Dakota;0,396;47,8;0,8472;0,1264
South Dakota;SD;46065;Hughes County, South Dakota;0,421;39,4;0,6331;0,2996
South Dakota;SD;46071;Jackson County, South Dakota;0,421;29;0,6594;0,295
South Dakota;SD;46073;Jerauld County, South Dakota;0,48;51,9;0,6701;0,273
South Dakota;SD;46081;Lawrence County, South Dakota;0,455;39,4;0,6258;0,2834
Tennessee;TN;47013;Campbell County, Tennessee;0,456;40,7;0,7885;0,1798
Tennessee;TN;47117;Marshall County, Tennessee;0,414;38,7;0,7163;0,2498
Tennessee;TN;47147;Robertson County, Tennessee;0,398;37;0,7171;0,2453
Tennessee;TN;47153;Sequatchie County, Tennessee;0,44;39;0,7824;0,1855
Alabama;AL;1107;Pickens County, Alabama;0,453;40,7;0,5745;0,4184
Kentucky;KY;21159;Martin County, Kentucky;0,463;36,7;0,8862;0,0918
Kentucky;KY;21185;Oldham County, Kentucky;0,427;38,1;0,623;0,3125
Kentucky;KY;21225;Union County, Kentucky;0,394;37,6;0,7569;0,2143
Louisiana;LA;22037;East Feliciana Parish, Louisiana;0,46;39,7;0,5546;0,4217
Louisiana;LA;22071;Orleans Parish, Louisiana;0,541;35,8;0,1465;0,8081
Louisiana;LA;22093;St. James Parish, Louisiana;0,426;38,6;0,4515;0,5311
Maine;ME;23021;Piscataquis County, Maine;0,419;47;0,5909;0,3388
Michigan;MI;26011;Arenac County, Michigan;0,414;45,7;0,6308;0,3001
Michigan;MI;26041;Delta County, Michigan;0,412;44,5;0,6017;0,3482
Michigan;MI;26071;Iron County, Michigan;0,411;50,7;0,6218;0,3391
Michigan;MI;26079;Kalkaska County, Michigan;0,399;42,5;0,6965;0,2555
Michigan;MI;26087;Lapeer County, Michigan;0,413;40,3;0,6656;0,2822
Michigan;MI;26127;Oceana County, Michigan;0,39;41;0,6072;0,3338
Minnesota;MN;27035;Crow Wing County, Minnesota;0,42;42,4;0,6266;0,3088
Minnesota;MN;27091;Martin County, Minnesota;0,443;44,7;0,6746;0,2611
Minnesota;MN;27143;Sibley County, Minnesota;0,383;40;0,6721;0,2529
Minnesota;MN;27155;Traverse County, Minnesota;0,443;46,6;0,5863;0,3523
Missouri;MO;29019;Boone County, Missouri;0,466;29,5;0,4339;0,493
Missouri;MO;29047;Clay County, Missouri;0,388;36;0,5248;0,4136
Missouri;MO;29079;Grundy County, Missouri;0,397;42,7;0,7845;0,1768
Missouri;MO;29101;Johnson County, Missouri;0,404;29,6;0,6498;0,2809
Missouri;MO;29149;Oregon County, Missouri;0,452;45;0,7864;0,1855
Mississippi;MS;28011;Bolivar County, Mississippi;0,527;33,6;0,3313;0,6554
Mississippi;MS;28049;Hinds County, Mississippi;0,486;32,8;0,2722;0,7093
Mississippi;MS;28077;Lawrence County, Mississippi;0,444;38,2;0,6434;0,3446
Mississippi;MS;28131;Stone County, Mississippi;0,5;35,9;0,7553;0,2198
Mississippi;MS;28155;Webster County, Mississippi;0,451;39,4;0,786;0,1992
Mississippi;MS;28157;Wilkinson County, Mississippi;0,493;36,8;0,3126;0,677
Montana;MT;30023;Deer Lodge County, Montana;0,426;46,2;0,4212;0,4896
Montana;MT;30111;Yellowstone County, Montana;0,429;38,3;0,5959;0,3254
North Dakota;ND;38061;Mountrail County, North Dakota;0,424;38,1;0,6363;0,3021
North Dakota;ND;38065;Oliver County, North Dakota;0,383;45,8;0,8253;0,1188
Nebraska;NE;31029;Chase County, Nebraska;0,439;44,8;0,8757;0,0924
Nebraska;NE;31111;Lincoln County, Nebraska;0,433;39,1;0,7651;0,1836
Nebraska;NE;31137;Phelps County, Nebraska;0,402;42;0,8314;0,1239
Nebraska;NE;31155;Saunders County, Nebraska;0,392;41,6;0,7064;0,2367
Nebraska;NE;31169;Thayer County, Nebraska;0,398;48,3;0,7627;0,1875
Nebraska;NE;31173;Thurston County, Nebraska;0,436;28,9;0,4993;0,449
New Hampshire;NH;33013;Merrimack County, New Hampshire;0,417;40,4;0,4592;0,49
New Jersey;NJ;34003;Bergen County, New Jersey;0,468;40,8;0,4251;0,545
New Jersey;NJ;34027;Morris County, New Jersey;0,449;40,5;0,5038;0,4599
New York;NY;36013;Chautauqua County, New York;0,427;40,3;0,5957;0,35
New York;NY;36057;Montgomery County, New York;0,422;40,6;0,6067;0,3418
Iowa;IA;19005;Allamakee County, Iowa;0,359;43,4;0,5956;0,3523
Iowa;IA;19007;Appanoose County, Iowa;0,451;43,4;0,6613;0,2974
Iowa;IA;19169;Story County, Iowa;0,453;26,4;0,3907;0,5129
Iowa;IA;19173;Taylor County, Iowa;0,422;44,5;0,702;0,2514
Illinois;IL;17023;Clark County, Illinois;0,431;41,6;0,7188;0,2395
Illinois;IL;17045;Edgar County, Illinois;0,42;42,9;0,7239;0,2284
Illinois;IL;17049;Effingham County, Illinois;0,439;38,7;0,7811;0,1762
Illinois;IL;17071;Henderson County, Illinois;0,407;46,2;0,6187;0,3307
Illinois;IL;17139;Moultrie County, Illinois;0,397;41,3;0,7172;0,2377
Indiana;IN;18099;Marshall County, Indiana;0,406;37,7;0,6823;0,2664
Indiana;IN;18117;Orange County, Indiana;0,438;39,8;0,7083;0,2501
Indiana;IN;18159;Tipton County, Indiana;0,362;41,8;0,7442;0,2113
Kansas;KS;20027;Clay County, Kansas;0,441;43,9;0,7596;0,1784
Kansas;KS;20063;Gove County, Kansas;0,407;48,1;0,8486;0,1122
Kansas;KS;20067;Grant County, Kansas;0,414;32,9;0,7594;0,1848
Kansas;KS;20077;Harper County, Kansas;0,437;44,6;0,776;0,1544
Kansas;KS;20191;Sumner County, Kansas;0,403;39,1;0,7209;0,2148
Kansas;KS;20205;Wilson County, Kansas;0,392;44,1;0,7889;0,158
Kentucky;KY;21069;Fleming County, Kentucky;0,462;39,9;0,7547;0,2154
Ohio;OH;39025;Clermont County, Ohio;0,419;37,8;0,6838;0,2706
Ohio;OH;39073;Hocking County, Ohio;0,396;40;0,6619;0,2967
Ohio;OH;39083;Knox County, Ohio;0,403;38;0,6685;0,2866
Ohio;OH;39161;Van Wert County, Ohio;0,369;39,3;0,7603;0,1963
Ohio;OH;39173;Wood County, Ohio;0,438;34,6;0,5095;0,4245
Oklahoma;OK;40059;Harper County, Oklahoma;0,422;43,4;0,8801;0,0882
Oklahoma;OK;40067;Jefferson County, Oklahoma;0,446;41,8;0,8124;0,1557
Oklahoma;OK;40073;Kingfisher County, Oklahoma;0,405;38,2;0,8413;0,1279
Oklahoma;OK;40101;Muskogee County, Oklahoma;0,445;37,5;0,6212;0,3294
Oklahoma;OK;40125;Pottawatomie County, Oklahoma;0,432;37,2;0,7013;0,2363
Oklahoma;OK;40137;Stephens County, Oklahoma;0,438;41;0,792;0,1724
Oregon;OR;41067;Washington County, Oregon;0,417;34,9;0,3271;0,594
Pennsylvania;PA;42091;Montgomery County, Pennsylvania;0,454;40,2;0,3762;0,5873
South Carolina;SC;45013;Beaufort County, South Carolina;0,471;40,2;0,5495;0,4064
Wisconsin;WI;55117;Sheboygan County, Wisconsin;0,388;39,4;0,5553;0,3883
West Virginia;WV;54105;Wirt County, West Virginia;0,38;42,4;0,7896;0,1589
Wyoming;WY;56011;Crook County, Wyoming;0,349;44;0,8876;0,0719
Wyoming;WY;56043;Washakie County, Wyoming;0,455;42,2;0,7836;0,1432
Alaska;AK;2188;Northwest Arctic Borough, Alaska;0,389;25,7;0;0
Alaska;AK;2150;Kodiak Island Borough, Alaska;0,386;33,5;0;0
South Carolina;SC;45035;Dorchester County, South Carolina;0,395;35,7;0,5592;0,3844
Tennessee;TN;47053;Gibson County, Tennessee;0,463;40;0,7072;0,2697
Tennessee;TN;47111;Macon County, Tennessee;0,453;37,3;0,8358;0,143
Tennessee;TN;47119;Maury County, Tennessee;0,423;37,9;0,6781;0,2859
Tennessee;TN;47167;Tipton County, Tennessee;0,415;36,7;0,7228;0,2473
Texas;TX;48069;Castro County, Texas;0,419;33,6;0,7079;0,2635
Texas;TX;48089;Colorado County, Texas;0,46;42,5;0,7456;0,2331
Texas;TX;48119;Delta County, Texas;0,451;41,2;0,8056;0,1755
Texas;TX;48193;Hamilton County, Texas;0,444;45,5;0,8468;0,1327
Texas;TX;48219;Hockley County, Texas;0,433;33,4;0,7955;0,1726
Texas;TX;48387;Red River County, Texas;0,409;44,3;0,7624;0,223
Texas;TX;48411;San Saba County, Texas;0,471;40,2;0,8602;0,1245
Texas;TX;48435;Sutton County, Texas;0,434;36,7;0,7597;0,2212
Texas;TX;48485;Wichita County, Texas;0,472;34,1;0,7282;0,2308
Utah;UT;49037;San Juan County, Utah;0,432;30;0,4893;0,3708
Virginia;VA;51053;Dinwiddie County, Virginia;0,399;40,1;0,5503;0,426
Virginia;VA;51097;King and Queen County, Virginia;0,4;42,5;0,5696;0,4014
Virginia;VA;51101;King William County, Virginia;0,345;39,1;0,6561;0,3028
Texas;TX;48065;Carson County, Texas;0,385;40,7;0,8886;0,0846
Texas;TX;48073;Cherokee County, Texas;0,45;37,9;0,7722;0,2075
Texas;TX;48091;Comal County, Texas;0,439;42;0,7308;0,2301
Texas;TX;48109;Culberson County, Texas;0,541;30,1;0,3675;0,5958
Texas;TX;48171;Gillespie County, Texas;0,436;49,3;0,7959;0,1742
Texas;TX;48303;Lubbock County, Texas;0,48;30,3;0,6686;0,2851
Texas;TX;48311;McMullen County, Texas;0,463;35,5;0,9135;0,0805
Texas;TX;48359;Oldham County, Texas;0,416;34,9;0,8995;0,0825
Texas;TX;48401;Rusk County, Texas;0,462;39,2;0,7726;0,2072
Texas;TX;48415;Scurry County, Texas;0,501;37,6;0,8369;0,1393
Texas;TX;48461;Upton County, Texas;0,42;38,8;0,7415;0,2191
Texas;TX;48463;Uvalde County, Texas;0,491;34,9;0,5403;0,4323
Texas;TX;48507;Zavala County, Texas;0,482;31;0,2041;0,7767
Virginia;VA;51051;Dickenson County, Virginia;0,432;43,2;0,77;0,2084
Virginia;VA;51069;Frederick County, Virginia;0,386;38,7;0,6496;0,297
Virginia;VA;51119;Middlesex County, Virginia;0,442;50,4;0,6119;0,3515
Virginia;VA;51145;Powhatan County, Virginia;0,399;40,3;0,7071;0,2416
Virginia;VA;51199;York County, Virginia;0,389;39,3;0,5526;0,3813
Virginia;VA;51590;Danville city, Virginia;0,469;42,8;0,3873;0,5859
Virginia;VA;51720;Norton city, Virginia;0,539;40,4;0,7012;0,263
Vermont;VT;50017;Orange County, Vermont;0,394;42,9;0,3711;0,5587
Wisconsin;WI;55027;Dodge County, Wisconsin;0,37;39,9;0,6222;0,3262
Wisconsin;WI;55057;Juneau County, Wisconsin;0,406;43;0,6125;0,3494
Ohio;OH;39009;Athens County, Ohio;0,492;25,9;0,3871;0,5566
Ohio;OH;39095;Lucas County, Ohio;0,474;36,6;0,3866;0,5601
Ohio;OH;39107;Mercer County, Ohio;0,387;38,5;0,8069;0,1565
Ohio;OH;39123;Ottawa County, Ohio;0,409;45,3;0,5698;0,3742
Oklahoma;OK;40003;Alfalfa County, Oklahoma;0,443;45,7;0,8559;0,0957
Oklahoma;OK;40015;Caddo County, Oklahoma;0,419;38;0,6933;0,259
Oklahoma;OK;40025;Cimarron County, Oklahoma;0,394;45,1;0,8932;0,065
Oklahoma;OK;40053;Grant County, Oklahoma;0,402;44,9;0,8305;0,1305
Oklahoma;OK;40115;Ottawa County, Oklahoma;0,425;38,5;0,7137;0,2418
Oregon;OR;41035;Klamath County, Oregon;0,44;41,4;0,6898;0,2421
Pennsylvania;PA;42009;Bedford County, Pennsylvania;0,408;42,9;0,8277;0,1537
Pennsylvania;PA;42031;Clarion County, Pennsylvania;0,43;39,2;0,7176;0,2435
Pennsylvania;PA;42107;Schuylkill County, Pennsylvania;0,41;42,6;0,7002;0,2665
South Carolina;SC;45027;Clarendon County, South Carolina;0,438;40,9;0,4781;0,5038
South Carolina;SC;45037;Edgefield County, South Carolina;0,455;40,1;0,5876;0,3857
South Carolina;SC;45067;Marion County, South Carolina;0,465;39,1;0,3822;0,5994
South Carolina;SC;45089;Williamsburg County, South Carolina;0,471;39,9;0,3231;0,6611
South Dakota;SD;46011;Brookings County, South Dakota;0,425;26;0,5322;0,3848
South Dakota;SD;46013;Brown County, South Dakota;0,422;38,9;0,5966;0,3384
South Dakota;SD;46033;Custer County, South Dakota;0,389;49,6;0,6976;0,2375
Tennessee;TN;47021;Cheatham County, Tennessee;0,394;38,9;0,7138;0,245
Tennessee;TN;47049;Fentress County, Tennessee;0,487;41,6;0,8251;0,1505
Tennessee;TN;47131;Obion County, Tennessee;0,444;40,5;0,7793;0,1984
Georgia;GA;13303;Washington County, Georgia;0,449;37,9;0,4913;0,4972
Hawaii;HI;15003;Honolulu County, Hawaii;0,422;37,5;0,3161;0,6148
Iowa;IA;19055;Delaware County, Iowa;0,388;40,9;0,6206;0,3225
Iowa;IA;19071;Fremont County, Iowa;0,405;44,5;0,6756;0,2698
Iowa;IA;19175;Union County, Iowa;0,41;41,4;0,6104;0,3329
Idaho;ID;16003;Adams County, Idaho;0,48;46,1;0,7128;0,1901
Idaho;ID;16011;Bingham County, Idaho;0,429;31,4;0,6561;0,1759
Idaho;ID;16047;Gooding County, Idaho;0,413;35,7;0,7211;0,1792
Indiana;IN;18183;Whitley County, Indiana;0,387;38,8;0,7311;0,2175
Kansas;KS;20031;Coffey County, Kansas;0,396;43,3;0,7547;0,1815
Kansas;KS;20059;Franklin County, Kansas;0,364;37,7;0,6591;0,2654
Kansas;KS;20073;Greenwood County, Kansas;0,426;45,7;0,7634;0,1722
Kansas;KS;20087;Jefferson County, Kansas;0,368;42,2;0,6272;0,3046
Kansas;KS;20113;McPherson County, Kansas;0,404;41;0,6756;0,2558
Kansas;KS;20125;Montgomery County, Kansas;0,42;40,2;0,7284;0,22
Kansas;KS;20189;Stevens County, Kansas;0,372;34,5;0,844;0,116
Kentucky;KY;21039;Carlisle County, Kentucky;0,403;43,6;0,8051;0,1661
Kentucky;KY;21049;Clark County, Kentucky;0,438;39,3;0,661;0,2905
Kentucky;KY;21073;Franklin County, Kentucky;0,442;39;0,4953;0,4492
Mississippi;MS;28031;Covington County, Mississippi;0,464;36,8;0,617;0,3717
Mississippi;MS;28035;Forrest County, Mississippi;0,483;30,8;0,5552;0,4131
Montana;MT;30011;Carter County, Montana;0,45;51;0,8702;0,09
Montana;MT;30079;Prairie County, Montana;0,42;55,5;0,8067;0,1453
North Carolina;NC;37013;Beaufort County, North Carolina;0,463;43,5;0,6135;0,3686
North Carolina;NC;37033;Caswell County, North Carolina;0,42;42,8;0,5476;0,4326
North Carolina;NC;37077;Granville County, North Carolina;0,417;38,9;0,5015;0,4765
North Carolina;NC;37141;Pender County, North Carolina;0,431;41,2;0,6397;0,3356
North Dakota;ND;38057;Mercer County, North Dakota;0,409;45,7;0,814;0,135
North Dakota;ND;38063;Nelson County, North Dakota;0,442;50,2;0,6051;0,3164
Nebraska;NE;31017;Brown County, Nebraska;0,443;48,1;0,874;0,0969
Nebraska;NE;31019;Buffalo County, Nebraska;0,42;32;0,7044;0,229
Nebraska;NE;31109;Lancaster County, Nebraska;0,434;32,4;0,4658;0,4663
Nebraska;NE;31131;Otoe County, Nebraska;0,406;42,9;0,664;0,2771
Nebraska;NE;31183;Wheeler County, Nebraska;0,377;45,8;0,8214;0,1351
New Hampshire;NH;33001;Belknap County, New Hampshire;0,415;43,6;0,5599;0,3918
New Hampshire;NH;33009;Grafton County, New Hampshire;0,438;40,4;0,3793;0,5689
New Jersey;NJ;34037;Sussex County, New Jersey;0,386;40,6;0,6294;0,3267
Nevada;NV;32510;Carson City, Nevada;0,442;41,1;0,5247;0,3842
Kentucky;KY;21099;Hart County, Kentucky;0,474;39,9;0,7325;0,2382
Kentucky;KY;21157;Marshall County, Kentucky;0,414;43,3;0,7384;0,22
Louisiana;LA;22015;Bossier Parish, Louisiana;0,438;34,6;0,7116;0,2537
Louisiana;LA;22057;Lafourche Parish, Louisiana;0,461;36,3;0,7674;0,2023
Maryland;MD;24510;Baltimore city, Maryland;0,495;34,5;0,1087;0,8544
Michigan;MI;26099;Macomb County, Michigan;0,404;39,3;0,5363;0,4208
Michigan;MI;26107;Mecosta County, Michigan;0,442;33,6;0,6009;0,3398
Michigan;MI;26113;Missaukee County, Michigan;0,396;41,8;0,7377;0,2144
Michigan;MI;26157;Tuscola County, Michigan;0,39;40,7;0,666;0,2865
Minnesota;MN;27007;Beltrami County, Minnesota;0,429;33;0,5059;0,4076
Minnesota;MN;27023;Chippewa County, Minnesota;0,41;42,8;0,6089;0,32
Minnesota;MN;27087;Mahnomen County, Minnesota;0,413;36,3;0,4778;0,4484
Minnesota;MN;27123;Ramsey County, Minnesota;0,458;34,7;0,263;0,6573
Missouri;MO;29091;Howell County, Missouri;0,414;39;0,7975;0,1654
Wisconsin;WI;55123;Vernon County, Wisconsin;0,411;41,2;0,4928;0,4475
Wyoming;WY;56019;Johnson County, Wyoming;0,44;46;0,7995;0,1467
West Virginia;WV;54017;Doddridge County, West Virginia;0,419;41,8;0,8305;0,1274
West Virginia;WV;54035;Jackson County, West Virginia;0,424;41,6;0,7399;0,2187
West Virginia;WV;54079;Putnam County, West Virginia;0,413;40,8;0,7141;0,2366
Alaska;AK;2105;Hoonah-Angoon Census Area, Alaska;0,412;45,7;0;0
Alaska;AK;2170;Matanuska-Susitna Borough, Alaska;0,387;34,7;0;0
Wisconsin;WI;55079;Milwaukee County, Wisconsin;0,451;33,7;0,2899;0,6644
Wisconsin;WI;55085;Oneida County, Wisconsin;0,437;47,2;0,5604;0,3889
Wisconsin;WI;55107;Rusk County, Wisconsin;0,409;45,1;0,6493;0,3089
Wisconsin;WI;55135;Waupaca County, Wisconsin;0,393;42,6;0,6282;0,3257
West Virginia;WV;54007;Braxton County, West Virginia;0,432;42,6;0,6944;0,2597
New York;NY;36113;Warren County, New York;0,416;43,1;0,5181;0,4123
Ohio;OH;39013;Belmont County, Ohio;0,416;43,1;0,6788;0,2833
Ohio;OH;39023;Clark County, Ohio;0,418;40,2;0,5755;0,3802
Ohio;OH;39167;Washington County, Ohio;0,44;42;0,6864;0,2705
Oklahoma;OK;40033;Cotton County, Oklahoma;0,409;38,9;0,7894;0,163
Oklahoma;OK;40079;Le Flore County, Oklahoma;0,422;38,1;0,776;0,1887
Oklahoma;OK;40111;Okmulgee County, Oklahoma;0,422;38,3;0,6411;0,3145
Pennsylvania;PA;42045;Delaware County, Pennsylvania;0,461;38,5;0,3741;0,5939
Pennsylvania;PA;42127;Wayne County, Pennsylvania;0,419;44,8;0,6827;0,2861
Rhode Island;RI;44001;Bristol County, Rhode Island;0,473;41,9;0,3604;0,5877
South Carolina;SC;45019;Charleston County, South Carolina;0,498;35,7;0,4278;0,5064
South Carolina;SC;45031;Darlington County, South Carolina;0,456;38,7;0,5052;0,4679
South Carolina;SC;45045;Greenville County, South Carolina;0,47;36,9;0,5936;0,3466
South Dakota;SD;46029;Codington County, South Dakota;0,45;38;0,6654;0,272
South Dakota;SD;46037;Day County, South Dakota;0,42;47,1;0,5923;0,3546
Tennessee;TN;47029;Cocke County, Tennessee;0,474;41,4;0,8086;0,1635
Tennessee;TN;47097;Lauderdale County, Tennessee;0,461;35,9;0,5628;0,4213
Tennessee;TN;47101;Lewis County, Tennessee;0,44;40,4;0,7779;0,1934
Tennessee;TN;47109;McNairy County, Tennessee;0,476;41,1;0,7812;0,1841
Alabama;AL;1127;Walker County, Alabama;0,457;40,5;0,8278;0,1534
Arkansas;AR;5105;Perry County, Arkansas;0,39;41,2;0,699;0,2428
Arkansas;AR;5075;Lawrence County, Arkansas;0,427;39,7;0,7149;0,2222
California;CA;6043;Mariposa County, California;0,428;47,9;0,5841;0,3517
Colorado;CO;8043;Fremont County, Colorado;0,448;42,7;0,6886;0,2411
Colorado;CO;8051;Gunnison County, Colorado;0,447;33;0,3495;0,545
Florida;FL;12033;Escambia County, Florida;0,456;37,3;0,5829;0,3767
Florida;FL;12077;Liberty County, Florida;0,452;37;0,7715;0,1976
Florida;FL;12091;Okaloosa County, Florida;0,43;37,6;0,7132;0,2356
Florida;FL;12097;Osceola County, Florida;0,401;35,2;0,359;0,6093
Georgia;GA;13029;Bryan County, Georgia;0,422;35,5;0,6979;0,2662
Georgia;GA;13085;Dawson County, Georgia;0,421;40,7;0,8459;0,1236
Georgia;GA;13125;Glascock County, Georgia;0,412;37,4;0,8885;0,0993
Georgia;GA;13221;Oglethorpe County, Georgia;0,427;40,5;0,695;0,275
Texas;TX;48045;Briscoe County, Texas;0,392;44,8;0,8515;0,124
Texas;TX;48059;Callahan County, Texas;0,423;41,3;0,8744;0,1022
Texas;TX;48135;Ector County, Texas;0,473;31,3;0,6867;0,2811
Texas;TX;48137;Edwards County, Texas;0,626;42,6;0,6958;0,2836
Texas;TX;48157;Fort Bend County, Texas;0,425;34,6;0,4502;0,5165
Texas;TX;48299;Llano County, Texas;0,48;54,5;0,7982;0,1759
Texas;TX;48375;Potter County, Texas;0,461;32,7;0,6883;0,269
Texas;TX;48479;Webb County, Texas;0,46;27,4;0,2277;0,7438
Texas;TX;48505;Zapata County, Texas;0,514;29;0,328;0,656
Virginia;VA;51003;Albemarle County, Virginia;0,48;37,6;0,3426;0,5932
Virginia;VA;51027;Buchanan County, Virginia;0,454;42,6;0,7909;0,1867
Virginia;VA;51163;Rockbridge County, Virginia;0,426;45,3;0,6243;0,3281
Virginia;VA;51181;Surry County, Virginia;0,368;43,5;0,4489;0,5204
Virginia;VA;51520;Bristol city, Virginia;0,472;41;0,7011;0,263
Virginia;VA;51540;Charlottesville city, Virginia;0,505;27,7;0,1329;0,8043
Virginia;VA;51630;Fredericksburg city, Virginia;0,519;28,7;0,3351;0,6008
Virginia;VA;51683;Manassas city, Virginia;0,388;32,1;0,3901;0,5519
Washington;WA;53013;Columbia County, Washington;0,453;47,2;0,6868;0,2409
Wisconsin;WI;55023;Crawford County, Wisconsin;0,424;43,4;0,5007;0,4462
Idaho;ID;16031;Cassia County, Idaho;0,441;32,4;0,7274;0,1267
Idaho;ID;16041;Franklin County, Idaho;0,394;31,5;0,7094;0,07
Idaho;ID;16053;Jerome County, Idaho;0,389;31,7;0,6888;0,1985
Illinois;IL;17027;Clinton County, Illinois;0,394;39,2;0,7177;0,2281
Illinois;IL;17101;Lawrence County, Illinois;0,436;39;0,748;0,2133
Illinois;IL;17121;Marion County, Illinois;0,428;40,8;0,7034;0,2549
Illinois;IL;17131;Mercer County, Illinois;0,383;43;0,5703;0,3637
Illinois;IL;17135;Montgomery County, Illinois;0,444;41,4;0,6716;0,272
Illinois;IL;17165;Saline County, Illinois;0,469;41,8;0,7342;0,2271
Illinois;IL;17171;Scott County, Illinois;0,456;42,5;0,7607;0,2044
Indiana;IN;18083;Knox County, Indiana;0,444;38,4;0,7154;0,2436
Kansas;KS;20051;Ellis County, Kansas;0,453;31,8;0,7128;0,2289
Kansas;KS;20095;Kingman County, Kansas;0,365;44,8;0,7641;0,181
Kansas;KS;20111;Lyon County, Kansas;0,425;31,9;0,541;0,3794
Kansas;KS;20129;Morton County, Kansas;0,391;37;0,8362;0,125
Kentucky;KY;21027;Breckinridge County, Kentucky;0,419;42;0,7393;0,2235
Kentucky;KY;21063;Elliott County, Kentucky;0,496;39,3;0,7005;0,2592
Montana;MT;30041;Hill County, Montana;0,432;35,6;0,5411;0,369
North Carolina;NC;37065;Edgecombe County, North Carolina;0,452;39,3;0,3334;0,6552
North Carolina;NC;37121;Mitchell County, North Carolina;0,437;44,9;0,7832;0,1994
North Carolina;NC;37131;Northampton County, North Carolina;0,445;44,5;0,3643;0,6263
North Carolina;NC;37191;Wayne County, North Carolina;0,429;36,5;0,5491;0,4319
North Dakota;ND;38067;Pembina County, North Dakota;0,425;46,2;0,7126;0,2202
Nebraska;NE;31077;Greeley County, Nebraska;0,387;42,3;0,782;0,1803
New York;NY;36017;Chenango County, New York;0,419;42,2;0,6086;0,3281
New York;NY;36027;Dutchess County, New York;0,42;39,4;0,4839;0,4732
New York;NY;36073;Orleans County, New York;0,384;40,2;0,6926;0,2588
Louisiana;LA;22031;De Soto Parish, Louisiana;0,464;39,5;0,5977;0,3825
Louisiana;LA;22047;Iberville Parish, Louisiana;0,476;37,2;0,4563;0,5189
Louisiana;LA;22121;West Baton Rouge Parish, Louisiana;0,421;35,4;0,5449;0,4234
Maryland;MD;24019;Dorchester County, Maryland;0,45;43,1;0,5656;0,4058
Minnesota;MN;27013;Blue Earth County, Minnesota;0,429;29,7;0,4711;0,4338
Minnesota;MN;27019;Carver County, Minnesota;0,4;35,9;0,5273;0,3903
Minnesota;MN;27141;Sherburne County, Minnesota;0,354;33,4;0,6477;0,2774
Missouri;MO;29045;Clark County, Missouri;0,406;42,3;0,7413;0,2183
Missouri;MO;29109;Lawrence County, Missouri;0,421;38,6;0,7847;0,1738
Missouri;MO;29111;Lewis County, Missouri;0,402;39,2;0,7509;0,2096
Texas;TX;48181;Grayson County, Texas;0,424;38,9;0,7494;0,2183
Texas;TX;48227;Howard County, Texas;0,437;38,3;0,7633;0,2034
Texas;TX;48273;Kleberg County, Texas;0,493;28,9;0,4602;0,497
Texas;TX;48353;Nolan County, Texas;0,446;38,6;0,7485;0,2169
Texas;TX;48357;Ochiltree County, Texas;0,423;31,2;0,8816;0,0919
Texas;TX;48361;Orange County, Texas;0,432;38,2;0,7993;0,18
Texas;TX;48389;Reeves County, Texas;0,434;32,4;0,445;0,521
Texas;TX;48489;Willacy County, Texas;0,545;31,6;0,3032;0,6722
Virginia;VA;51065;Fluvanna County, Virginia;0,393;41,1;0,5202;0,4263
Virginia;VA;51117;Mecklenburg County, Virginia;0,451;45,1;0,5458;0,433
Virginia;VA;51770;Roanoke city, Virginia;0,459;38,7;0,3845;0,5608
Wisconsin;WI;55005;Barron County, Wisconsin;0,425;42,2;0,6038;0,35
Wisconsin;WI;55083;Oconto County, Wisconsin;0,409;43;0,6653;0,2954
West Virginia;WV;54009;Brooke County, West Virginia;0,426;44,5;0,6891;0,2672
Mississippi;MS;28039;George County, Mississippi;0,4;35,4;0,8801;0,103
Mississippi;MS;28047;Harrison County, Mississippi;0,444;35,8;0,6397;0,3331
North Carolina;NC;37047;Columbus County, North Carolina;0,469;39,6;0,604;0,3831
North Carolina;NC;37073;Gates County, North Carolina;0,422;42,2;0,5351;0,445
Nebraska;NE;31053;Dodge County, Nebraska;0,409;40,1;0,6508;0,2975
New Jersey;NJ;34029;Ocean County, New Jersey;0,426;42,4;0,6553;0,3153
Ohio;OH;39007;Ashtabula County, Ohio;0,412;40,6;0,5716;0,3816
Ohio;OH;39079;Jackson County, Ohio;0,457;39;0,7265;0,2373
Ohio;OH;39143;Sandusky County, Ohio;0,375;40,3;0,5836;0,354
Oklahoma;OK;40007;Beaver County, Oklahoma;0,411;42,2;0,8882;0,0787
